"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"329","영화상영업","03_13_03_P","3610000","CDFF5211042000000001","20000105","","01","영업/정상","13","영업중","","","","","","","","광주광역시 남구 주월동 1266-20번지","광주광역시 남구 봉선중앙로131번길 33 (주월동)","503834","호남영배사","20190514184603","U","2019-05-16 02:40:00.0","","191434.999174","181503.702022","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000105","",
"330","영화상영업","03_13_03_P","3610000","CDFF5211042000000002","20000328","","01","영업/정상","13","영업중","","","","","","","","광주광역시 남구 주월동 1266-20번지","광주광역시 남구 봉선중앙로131번길 33 (주월동)","503839","호남시청각사","20111031103838","I","2018-08-31 23:59:59.0","","191434.999174","181503.702022","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000328","",
"331","영화상영업","03_13_03_P","3610000","CDFF5211042005000001","20050714","","01","영업/정상","13","영업중","","","","","062-681-2048","","","광주광역시 남구 월산동 900-3번지","광주광역시 남구 월산로 154 (월산동)","503829","삼능건설(주)엔터시네마지점","20111031103940","I","2018-08-31 23:59:59.0","","190444.638126","183598.295111","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20050714","",
"332","영화상영업","03_13_03_P","3610000","CDFF5211042016000001","20160229","","01","영업/정상","13","영업중","","","","","","","","광주광역시 남구 양림동 201-27번지","광주광역시 남구 천변좌로418번길 17 (양림동)","61640","라이트 라이프","20160229183932","I","2018-08-31 23:59:59.0","","192248.167843","182423.939545","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160229","",
"333","영화상영업","03_13_03_P","3610000","CDFF5211042017000001","20170816","","01","영업/정상","13","영업중","","","","","","","","광주광역시 남구 월산동 1050-26번지 4층","광주광역시 남구 대남대로 291 (월산동, 이봉수소아과부부약국)","61615","애드라인(AD LINE)","20170816171328","I","2018-08-31 23:59:59.0","","190419.818228","182118.939218","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170816","",
"334","영화상영업","03_13_03_P","3610000","CDFF5211042017000002","20170816","","01","영업/정상","13","영업중","","","","","062-222-1140","","","광주광역시 남구 월산동 1050-26번지","광주광역시 남구 대남대로 291 (월산동, 이봉수소아과부부약국)","61615","(주)이화커뮤니케이션","20170816165337","I","2018-08-31 23:59:59.0","","190419.818228","182118.939218","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170816","",
"335","영화상영업","03_13_03_P","3610000","CDFF5211042007000001","20071204","","01","영업/정상","13","영업중","","","","","062-652-1010","","","광주광역시 남구 봉선동 금호2차아파트 208동 305호","광주광역시 남구 봉선로 134, 208동 3층 305호 (봉선동, 금호2차아파트)","503766","호남영배사","20111031104056","I","2018-08-31 23:59:59.0","","191665.578627","180383.113623","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20071204","",
"336","영화상영업","03_13_03_P","3610000","CDFF5211042012000001","20100115","","01","영업/정상","13","영업중","","","","","062-610-2400","","","광주광역시 남구 송하동 373-3번지","광주광역시 남구 송암로 60 (송하동, CGI센터)","503820","재단법인 광주정보문화산업진흥원","20190220171234","U","2019-02-22 02:40:00.0","","188761.249823","179076.257617","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100115","",
"337","영화상영업","03_13_03_P","3590000","CDFF5211042013000001","20131008","","01","영업/정상","13","영업중","","","","","062-225-3177","","","광주광역시 동구 황금동 12-2번지","광주광역시 동구 충장로안길 12 (황금동)","501110","(유)청보개발","20140129140632","I","2018-08-31 23:59:59.0","","192149.201953","183221.928851","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20131008","",
"338","영화상영업","03_13_03_P","3590000","CDFF5211042018000001","20180228","","01","영업/정상","13","영업중","","","","","062-222-1895","","","광주광역시 동구 궁동 13","광주광역시 동구 예술길15번길 10-1, 3층 (궁동)","61474","사단법인 광주영화영상인연대","20200730175746","U","2020-08-01 02:40:00.0","","192544.861473","183538.484654","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180228","",
"339","영화상영업","03_13_03_P","3410000","CDFF5211041999000002","19990810","","01","영업/정상","13","영업중","","","","","","","","대구광역시 중구 남일동 65-1번지","대구광역시 중구 중앙대로 412 (남일동)","700060","(주)아카데미시네마","20111207152210","I","2018-08-31 23:59:59.0","","343908.683407","264477.417036","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"340","영화상영업","03_13_03_P","3410000","CDFF5211041999000003","19990810","","01","영업/정상","13","영업중","","","","","053-427-4013","","700120","대구광역시 중구 용덕동 5-9번지","대구광역시 중구 동성로 80-11 (용덕동)","700120","명보극장","20131226145252","I","2018-08-31 23:59:59.0","","344106.292661","264928.558509","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"341","영화상영업","03_13_03_P","3410000","CDFF5211041999000004","19990810","","01","영업/정상","13","영업중","","","","","053-431-4884","","","대구광역시 중구 전동 1번지","","","(주)경덕","20100706151157","I","2018-08-31 23:59:59.0","","343813.891456","264645.89957","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"342","영화상영업","03_13_03_P","3410000","CDFF5211041999000005","19990810","","01","영업/정상","13","영업중","","","","","053-422-7735","","700100","대구광역시 중구 화전동 14번지","","","(주)자유극장","20100706151543","I","2018-08-31 23:59:59.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"343","영화상영업","03_13_03_P","3410000","CDFF5211041999000006","19990810","","01","영업/정상","13","영업중","","","","","053-425-2845","","","대구광역시 중구 동성로1가 22-1번지","대구광역시 중구 동성로 69 (동성로1가)","700091","동성아트홀","20150429110211","I","2018-08-31 23:59:59.0","","344030.67772","264814.832222","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"344","영화상영업","03_13_03_P","3410000","CDFF5211041999000007","19990810","","01","영업/정상","13","영업중","","","","","053-422-5337","","","대구광역시 중구 화전동 41-1번지","대구광역시 중구 중앙대로 442-9 (화전동)","700100","서울극장","20111207152527","I","2018-08-31 23:59:59.0","","343968.183174","264771.421314","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"345","영화상영업","03_13_03_P","3410000","CDFF5211041999000008","19990810","","01","영업/정상","13","영업중","","","","","053-422-3043","","","대구광역시 중구 화전동 41-1번지","대구광역시 중구 중앙대로 442-9 (화전동)","700100","명동극장","20111207152604","I","2018-08-31 23:59:59.0","","343968.183174","264771.421314","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"346","영화상영업","03_13_03_P","3410000","CDFF5211041999000009","19990810","","01","영업/정상","13","영업중","","","","","053-425-2326","","","대구광역시 중구 동성로1가 9-1번지","대구광역시 중구 동성로 76 (동성로1가)","700091","코스모스극장","20111207152647","I","2018-08-31 23:59:59.0","","344059.51455","264875.271114","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"347","영화상영업","03_13_03_P","3410000","CDFF5211041999000010","19990810","","01","영업/정상","13","영업중","","","","","053-427-6007","","","대구광역시 중구 공평동 56-1번지","대구광역시 중구 동성로3길 59 (공평동)","700150","자유극장 2관","20111207152718","I","2018-08-31 23:59:59.0","","344224.752862","264276.645071","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"348","영화상영업","03_13_03_P","3410000","CDFF5211041999000011","19990810","","01","영업/정상","13","영업중","","","","","053-420-8060","","","대구광역시 중구 대봉동 214번지","대구광역시 중구 명덕로 333 (대봉동)","700811","(주)대구백화점","20111207152811","I","2018-08-31 23:59:59.0","","345032.238221","262949.871621","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"349","영화상영업","03_13_03_P","3410000","CDFF5211041999000012","19990810","","01","영업/정상","13","영업중","","","","","053-422-5507","","","대구광역시 중구 화전동 23-15번지","대구광역시 중구 교동길 6 (화전동)","700100","뉴코리아극장","20111207152905","I","2018-08-31 23:59:59.0","","343954.047468","264824.100818","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"350","영화상영업","03_13_03_P","3410000","CDFF5211041999000001","19990810","","01","영업/정상","13","영업중","","","","","053-257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","700191","롯데시네마 프리미엄 만경(주식회사 지원엠케이)","20180419092459","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990810","",
"351","영화상영업","03_13_03_P","3410000","CDFF5211042015000002","20150107","","01","영업/정상","13","영업중","","","","","","","","대구광역시 중구 남일동 36-1번지 미도빌딩 7층","대구광역시 중구 국채보상로 582, 7층 (남일동)","700727","주식회사 그레이프이미지웍스","20150107184430","I","2018-08-31 23:59:59.0","","343908.47526","264557.544338","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150107","",
"352","영화상영업","03_13_03_P","3410000","CDFF5211042000000001","20000925","","01","영업/정상","13","영업중","","","","","053-425-9414","","700100","대구광역시 중구 화전동 11번지","","","송죽극장","20100706155012","I","2018-08-31 23:59:59.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000925","",
